iclass	iform	disasm_intel	category	extension	isa_set	cpl	mode_restriction	eosz_list	easz_list	operand_list	explicit_operands	implicit_operands	flags	encoding_space	pattern	attributes	undocumented	vendor
CFCMOVNO	CFCMOVNO_GPRv_MEMv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_GPRv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_MEMv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_GPRv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_GPRv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_MEMv_GPRv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_MEMv_GPRv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_GPRv_GPRv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_GPRv_MEMv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_GPRv_GPRv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNO	CFCMOVNO_GPRv_GPRv_MEMv_APX_N3	CFCMOVNO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x41 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_MEMv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_MEMv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_MEMv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_MEMv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_MEMv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_GPRv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNP	CFCMOVNP_GPRv_GPRv_MEMv_APX_N3	CFCMOVNP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_MEMv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_MEMv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_MEMv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_MEMv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_MEMv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_GPRv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNS	CFCMOVNS_GPRv_GPRv_MEMv_APX_N3	CFCMOVNS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_MEMv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_MEMv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_MEMv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_MEMv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_MEMv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_GPRv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVNZ	CFCMOVNZ_GPRv_GPRv_MEMv_APX_N3	CFCMOVNZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x45 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_MEMv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
