iclass	iform	disasm_intel	category	extension	isa_set	cpl	mode_restriction	eosz_list	easz_list	operand_list	explicit_operands	implicit_operands	flags	encoding_space	pattern	attributes	undocumented	vendor
CFCMOVO	CFCMOVO_GPRv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_MEMv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVO	CFCMOVO_MEMv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVO	CFCMOVO_MEMv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_GPRv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_GPRv_MEMv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_GPRv_GPRv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVO	CFCMOVO_GPRv_GPRv_MEMv_APX_N3	CFCMOVO	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ OF-TST ]	evex	VEXVALID=2 0x40 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_MEMv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_MEMv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVP	CFCMOVP_MEMv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVP	CFCMOVP_MEMv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_MEMv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_GPRv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVP	CFCMOVP_GPRv_GPRv_MEMv_APX_N3	CFCMOVP	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_MEMv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_MEMv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVS	CFCMOVS_MEMv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVS	CFCMOVS_MEMv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_MEMv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_GPRv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVS	CFCMOVS_GPRv_GPRv_MEMv_APX_N3	CFCMOVS	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_MEMv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v REG1=GPRv_B():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_MEMv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_R():w:v MEM0:r:v	GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_B():w:v REG1=GPRv_R():r:v	GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_MEMv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_MEMv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			MEM0:cw:v REG0=GPRv_R():r:v	MEM GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=0 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_MEMv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=0 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_GPRv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v REG2=GPRv_B():r:v	GPRv GPRv GPRv		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
CFCMOVZ	CFCMOVZ_GPRv_GPRv_MEMv_APX_N3	CFCMOVZ	APX	APXEVEX	APX_F_N3	3	64			REG0=GPRv_N():w:v REG1=GPRv_R():r:v MEM0:r:v	GPRv GPRv MEM		READONLY [ ZF-TST ]	evex	VEXVALID=2 0x44 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE MEMORY_FAULT_SUPPRESSION	False	shared-or-unspecified
CMPBEXADD	CMPBEXADD_MEMu32_GPR32u32_GPR32u32_APX	CMPBEXADD	APX	APXEVEX	APX_F_CMPCCXADD	3	64			MEM0:rw:d:u32 REG0=GPR32_R():rw:d:u32 REG1=GPR32_N():r:d:u32	MEM GPR32 GPR32		MUST [  zf-mod  cf-mod  pf-mod  of-mod  sf-mod  af-mod  ]	evex	VEXVALID=2 0xE6 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	ATOMIC DISP8_NO_SCALE REQUIRES_ALIGNMENT_4B	False	shared-or-unspecified
CMPBEXADD	CMPBEXADD_MEMu64_GPR64u64_GPR64u64_APX	CMPBEXADD	APX	APXEVEX	APX_F_CMPCCXADD	3	64			MEM0:rw:q:u64 REG0=GPR64_R():rw:q:u64 REG1=GPR64_N():r:q:u64	MEM GPR64 GPR64		MUST [  zf-mod  cf-mod  pf-mod  of-mod  sf-mod  af-mod  ]	evex	VEXVALID=2 0xE6 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	ATOMIC DISP8_NO_SCALE REQUIRES_ALIGNMENT_8B	False	shared-or-unspecified
CMPBEXADD	CMPBEXADD_MEMu32_GPR32u32_GPR32u32	CMPBEXADD	VEX	CMPCCXADD	CMPCCXADD	3	64			MEM0:rw:d:u32 REG0=VGPR32_R():rw:d:u32 REG1=VGPR32_N():r:d:u32	MEM VGPR32 VGPR32		MUST [  zf-mod  cf-mod  pf-mod  of-mod  sf-mod  af-mod  ]	vex	VEXVALID=1 0xE6 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() VL=0 REXW=0 SKIP_OSZ=1 MODE=2	ATOMIC REQUIRES_ALIGNMENT_4B	False	shared-or-unspecified
